seed,generation,evaluations,search_wall_seconds,generation_search_seconds,gpu_evaluation_seconds,archive_seconds,offspring_seconds,benchmark_wall_seconds,best_distance_m,median_elite_distance_m,qd_score,archive_cells,archive_coverage,archive_unique_topologies,archive_topology_entropy_bits,archive_triangle_like_count,archive_triangle_like_fraction,archive_node_counts_json,archive_muscle_counts_json,population_unique_topologies,population_topology_entropy_bits,population_triangle_like_count,population_triangle_like_fraction,population_node_counts_json,population_muscle_counts_json,emitter_statistics_json,topology_change_candidates_json,archived_innovations_this_generation,innovation_survival_3gen_fraction,new_all_time_record,evaluations_since_previous_record
39,0,1000,0.011092968000000002,0.011092968000000002,0.007717467,0.000137727,0.003237774,0.013471135,0.4237845,0.058044266,1.3445206669857726,10,0.052083332,7,2.6464393446710157,3,0.3,"{""3"":3,""4"":4,""5"":3}","{""3"":3,""4"":1,""5"":3,""6"":2,""7"":1}",25,3.0439205039775934,325,0.325,"{""3"":325,""4"":330,""5"":345}","{""3"":325,""4"":216,""5"":264,""6"":141,""7"":48,""8"":6}","{""Initial population"":{""attempts"":1000,""discoveries"":10,""improvements"":21,""insertions"":31,""insertion_rate"":0.031}}",{},0,0.0,true,1000
39,1,2000,0.024419252000000002,0.013326284,0.009044871,0.001271601,0.003009812,0.031877887,9.507483,0.1579772,54.473241249332204,69,0.359375,8,1.9971793571771035,34,0.4927536231884058,"{""3"":34,""4"":18,""5"":17}","{""3"":34,""5"":18,""6"":16,""7"":1}",39,3.156057375508078,403,0.403,"{""3"":403,""4"":373,""5"":185,""6"":39}","{""10"":1,""3"":403,""4"":81,""5"":304,""6"":118,""7"":58,""8"":26,""9"":9}","{""Diagonal CMA-ES"":{""attempts"":345,""discoveries"":59,""improvements"":36,""insertions"":95,""insertion_rate"":0.2753623188405797},""Immigrant"":{""attempts"":61,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":305,""discoveries"":0,""improvements"":7,""insertions"":7,""insertion_rate"":0.022950819672131147},""Novelty"":{""attempts"":289,""discoveries"":0,""improvements"":11,""insertions"":11,""insertion_rate"":0.03806228373702422}}","{""Morphology"":210,""Novelty"":33}",4,0.0,true,1000
39,2,3000,0.038735746,0.014316493999999999,0.009444992,0.001602858,0.003268644,0.050941217,58.10397,0.53145856,262.4346649632789,119,0.6197917,14,2.596163790825823,53,0.44537815126050423,"{""3"":53,""4"":43,""5"":23}","{""3"":53,""4"":6,""5"":37,""6"":15,""7"":7,""8"":1}",44,3.3358397251759655,406,0.406,"{""3"":406,""4"":336,""5"":223,""6"":35}","{""3"":406,""4"":106,""5"":255,""6"":152,""7"":51,""8"":22,""9"":8}","{""Diagonal CMA-ES"":{""attempts"":320,""discoveries"":27,""improvements"":31,""insertions"":58,""insertion_rate"":0.18125},""Immigrant"":{""attempts"":146,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":295,""discoveries"":12,""improvements"":18,""insertions"":30,""insertion_rate"":0.1016949152542373},""Novelty"":{""attempts"":239,""discoveries"":11,""improvements"":11,""insertions"":22,""insertion_rate"":0.09205020920502092}}","{""Morphology"":196,""Novelty"":34}",6,0.0,true,1000
39,3,4000,0.051684469000000004,0.012948723,0.007990547,0.001766706,0.00319147,0.068085866,58.10397,0.8469628,406.4246513727121,142,0.7395833,15,2.823811470046092,63,0.44366197183098594,"{""3"":63,""4"":55,""5"":24}","{""3"":63,""4"":16,""5"":39,""6"":13,""7"":10,""8"":1}",61,3.428534137268925,430,0.43,"{""3"":430,""4"":355,""5"":186,""6"":29}","{""3"":430,""4"":121,""5"":258,""6"":103,""7"":60,""8"":20,""9"":8}","{""Diagonal CMA-ES"":{""attempts"":336,""discoveries"":12,""improvements"":21,""insertions"":33,""insertion_rate"":0.09821428571428571},""Immigrant"":{""attempts"":128,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":303,""discoveries"":3,""improvements"":21,""insertions"":24,""insertion_rate"":0.07920792079207921},""Novelty"":{""attempts"":233,""discoveries"":8,""improvements"":15,""insertions"":23,""insertion_rate"":0.09871244635193133}}","{""Morphology"":186,""Novelty"":30}",1,0.0,false,1000
39,4,5000,0.06641295800000001,0.014728488999999999,0.009059118,0.002449406,0.003219965,0.087263176,58.10397,2.28726,542.165616040118,147,0.765625,17,2.897737378258341,65,0.4421768707482993,"{""3"":65,""4"":58,""5"":23,""6"":1}","{""3"":65,""4"":20,""5"":39,""6"":13,""7"":8,""8"":1,""9"":1}",74,3.7640812418102185,373,0.373,"{""3"":373,""4"":388,""5"":204,""6"":35}","{""11"":3,""3"":373,""4"":158,""5"":261,""6"":108,""7"":62,""8"":23,""9"":12}","{""Diagonal CMA-ES"":{""attempts"":303,""discoveries"":4,""improvements"":17,""insertions"":21,""insertion_rate"":0.06930693069306931},""Immigrant"":{""attempts"":141,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":287,""discoveries"":0,""improvements"":20,""insertions"":20,""insertion_rate"":0.06968641114982578},""Novelty"":{""attempts"":269,""discoveries"":1,""improvements"":19,""insertions"":20,""insertion_rate"":0.07434944237918216}}","{""Morphology"":204,""Novelty"":38}",4,0.75,false,2000
39,5,6000,0.08134091300000001,0.014927955,0.009936535,0.0019543,0.00303712,0.106325319,58.10397,3.0240283,649.7454057838768,154,0.8020833,21,3.1000367844950025,67,0.43506493506493504,"{""3"":67,""4"":59,""5"":25,""6"":3}","{""11"":1,""3"":67,""4"":22,""5"":38,""6"":13,""7"":8,""8"":3,""9"":2}",70,3.8391410134094643,358,0.358,"{""3"":358,""4"":381,""5"":226,""6"":34,""7"":1}","{""11"":5,""14"":1,""3"":358,""4"":149,""5"":274,""6"":123,""7"":58,""8"":24,""9"":8}","{""Diagonal CMA-ES"":{""attempts"":298,""discoveries"":3,""improvements"":11,""insertions"":14,""insertion_rate"":0.04697986577181208},""Immigrant"":{""attempts"":146,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":310,""discoveries"":2,""improvements"":21,""insertions"":23,""insertion_rate"":0.07419354838709677},""Novelty"":{""attempts"":246,""discoveries"":2,""improvements"":11,""insertions"":13,""insertion_rate"":0.052845528455284556}}","{""Morphology"":202,""Novelty"":27}",4,0.9,false,3000
39,6,7000,0.09594710800000002,0.014606194999999999,0.008605569,0.002346109,0.003654517,0.126413291,58.10397,3.432623,718.9670096486807,155,0.8072917,22,3.1927958951157525,66,0.4258064516129032,"{""3"":66,""4"":58,""5"":28,""6"":3}","{""11"":1,""3"":66,""4"":21,""5"":39,""6"":13,""7"":8,""8"":5,""9"":2}",71,3.8455273858276238,371,0.371,"{""3"":371,""4"":388,""5"":198,""6"":40,""7"":3}","{""10"":1,""11"":7,""3"":371,""4"":186,""5"":239,""6"":94,""7"":40,""8"":46,""9"":16}","{""Diagonal CMA-ES"":{""attempts"":293,""discoveries"":0,""improvements"":10,""insertions"":10,""insertion_rate"":0.034129692832764506},""Immigrant"":{""attempts"":137,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":289,""discoveries"":0,""improvements"":16,""insertions"":16,""insertion_rate"":0.05536332179930796},""Novelty"":{""attempts"":281,""discoveries"":1,""improvements"":14,""insertions"":15,""insertion_rate"":0.05338078291814947}}","{""Morphology"":189,""Novelty"":28}",1,0.9090909090909091,false,4000
39,7,8000,0.11312500100000002,0.017177893,0.012102175,0.002232128,0.00284359,0.147552026,58.10397,3.8903189,818.7645147526637,157,0.8177083,23,3.31423581260307,63,0.4012738853503185,"{""3"":63,""4"":62,""5"":29,""6"":3}","{""11"":1,""3"":63,""4"":21,""5"":43,""6"":14,""7"":7,""8"":6,""9"":2}",72,3.767039154872302,379,0.379,"{""3"":379,""4"":389,""5"":208,""6"":24}","{""11"":1,""12"":1,""3"":379,""4"":168,""5"":265,""6"":95,""7"":49,""8"":37,""9"":5}","{""Diagonal CMA-ES"":{""attempts"":329,""discoveries"":1,""improvements"":8,""insertions"":9,""insertion_rate"":0.02735562310030395},""Immigrant"":{""attempts"":146,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":292,""discoveries"":1,""improvements"":10,""insertions"":11,""insertion_rate"":0.03767123287671233},""Novelty"":{""attempts"":233,""discoveries"":0,""improvements"":7,""insertions"":7,""insertion_rate"":0.030042918454935622}}","{""Morphology"":202,""Novelty"":29}",1,0.9333333333333333,false,5000
39,8,9000,0.12770032800000003,0.014575326999999999,0.010799704,0.001498376,0.002277247,0.165172783,58.10397,4.6513433,942.3859485918656,159,0.828125,26,3.3888586535925684,63,0.39622641509433965,"{""3"":63,""4"":64,""5"":27,""6"":5}","{""11"":1,""3"":63,""4"":21,""5"":45,""6"":16,""7"":6,""8"":5,""9"":2}",86,3.988052814751686,361,0.361,"{""3"":361,""4"":392,""5"":211,""6"":36}","{""11"":3,""3"":361,""4"":158,""5"":281,""6"":101,""7"":47,""8"":36,""9"":13}","{""Diagonal CMA-ES"":{""attempts"":295,""discoveries"":1,""improvements"":9,""insertions"":10,""insertion_rate"":0.03389830508474576},""Immigrant"":{""attempts"":152,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":291,""discoveries"":0,""improvements"":13,""insertions"":13,""insertion_rate"":0.044673539518900345},""Novelty"":{""attempts"":262,""discoveries"":1,""improvements"":12,""insertions"":13,""insertion_rate"":0.04961832061068702}}","{""Morphology"":195,""Novelty"":35}",5,0.8947368421052632,false,6000
39,9,10000,0.14249293000000002,0.014792602,0.008788413,0.002099151,0.003905038,0.184519878,58.10397,5.14607,1038.6871564770117,162,0.84375,26,3.3388414654053644,65,0.4012345679012346,"{""3"":65,""4"":66,""5"":26,""6"":5}","{""11"":1,""3"":65,""4"":16,""5"":51,""6"":17,""7"":4,""8"":6,""9"":2}",77,3.8913694017684635,350,0.35,"{""3"":350,""4"":432,""5"":190,""6"":27,""7"":1}","{""10"":1,""11"":1,""3"":350,""4"":149,""5"":318,""6"":92,""7"":55,""8"":25,""9"":9}","{""Diagonal CMA-ES"":{""attempts"":319,""discoveries"":2,""improvements"":4,""insertions"":6,""insertion_rate"":0.018808777429467086},""Immigrant"":{""attempts"":131,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":301,""discoveries"":1,""improvements"":16,""insertions"":17,""insertion_rate"":0.05647840531561462},""Novelty"":{""attempts"":249,""discoveries"":0,""improvements"":8,""insertions"":8,""insertion_rate"":0.0321285140562249}}","{""Morphology"":183,""Novelty"":36}",0,0.9,false,7000
39,10,11000,0.15643779900000002,0.013944869000000002,0.008670871,0.002181075,0.003092923,0.202258178,58.10397,5.793755,1178.8935192720965,163,0.8489583,28,3.3759003190628896,68,0.4171779141104294,"{""3"":68,""4"":58,""5"":30,""6"":7}","{""11"":1,""3"":68,""4"":12,""5"":47,""6"":18,""7"":5,""8"":10,""9"":2}",77,3.916003395849444,366,0.366,"{""3"":366,""4"":406,""5"":185,""6"":41,""7"":2}","{""10"":1,""11"":7,""3"":366,""4"":142,""5"":287,""6"":89,""7"":49,""8"":42,""9"":17}","{""Diagonal CMA-ES"":{""attempts"":312,""discoveries"":1,""improvements"":5,""insertions"":6,""insertion_rate"":0.019230769230769232},""Immigrant"":{""attempts"":128,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":313,""discoveries"":0,""improvements"":21,""insertions"":21,""insertion_rate"":0.0670926517571885},""Novelty"":{""attempts"":247,""discoveries"":0,""improvements"":5,""insertions"":5,""insertion_rate"":0.020242914979757085}}","{""Morphology"":209,""Novelty"":25}",3,0.9047619047619048,false,8000
