seed,generation,evaluations,search_wall_seconds,generation_search_seconds,gpu_evaluation_seconds,archive_seconds,offspring_seconds,benchmark_wall_seconds,best_distance_m,median_elite_distance_m,qd_score,archive_cells,archive_coverage,archive_unique_topologies,archive_topology_entropy_bits,archive_triangle_like_count,archive_triangle_like_fraction,archive_node_counts_json,archive_muscle_counts_json,innovation_reserve_count,innovation_reserve_morphology_json,population_unique_topologies,population_topology_entropy_bits,population_triangle_like_count,population_triangle_like_fraction,population_node_counts_json,population_muscle_counts_json,emitter_statistics_json,topology_change_candidates_json,archived_innovations_this_generation,innovation_survival_3gen_fraction,new_all_time_record,evaluations_since_previous_record
42,0,1000,0.007576038,0.007576038,0.006639274,0.000079547,0.000857217,0.008720577,0.5532812,0.048993308,1.898449869826436,10,0.052083332,8,2.8464393446710154,3,0.3,"{""3"":3,""4"":3,""5"":4}","{""3"":3,""4"":1,""5"":2,""6"":1,""7"":1,""8"":2}",0,"{""count"":0,""unique_topologies"":0,""topology_entropy_bits"":0.0,""effective_topology_count"":1.0,""triangle_like_count"":0,""triangle_like_fraction"":0.0,""mean_nodes"":0.0,""mean_muscles"":0.0,""node_counts"":{},""muscle_counts"":{}}",29,3.0537185896861834,322,0.322,"{""3"":322,""4"":311,""5"":367}","{""3"":322,""4"":208,""5"":259,""6"":165,""7"":37,""8"":9}","{""Initial population"":{""attempts"":1000,""discoveries"":10,""improvements"":14,""insertions"":24,""insertion_rate"":0.024}}",{},0,0.0,true,1000
42,1,2000,0.018474087,0.010898049000000002,0.00963597,0.000343124,0.000918955,0.021336622,3.5015035,0.12895769,35.342724713496864,71,0.36979166,8,2.200945459194306,28,0.39436619718309857,"{""3"":28,""4"":26,""5"":15,""6"":2}","{""10"":1,""3"":28,""4"":22,""5"":4,""7"":7,""8"":9}",30,"{""count"":30,""unique_topologies"":30,""topology_entropy_bits"":4.906890595608519,""effective_topology_count"":30.000000000000004,""triangle_like_count"":0,""triangle_like_fraction"":0.0,""mean_nodes"":5.6,""mean_muscles"":7.8,""node_counts"":{""4"":3,""5"":6,""6"":21},""muscle_counts"":{""10"":2,""11"":2,""12"":2,""4"":2,""5"":5,""6"":2,""7"":4,""8"":4,""9"":7}}",47,3.3453707333147293,365,0.365,"{""3"":365,""4"":310,""5"":286,""6"":39}","{""10"":5,""11"":2,""12"":2,""3"":365,""4"":234,""5"":129,""6"":161,""7"":39,""8"":48,""9"":15}","{""Diagonal CMA-ES"":{""attempts"":339,""discoveries"":58,""improvements"":34,""insertions"":92,""insertion_rate"":0.2713864306784661},""Immigrant"":{""attempts"":53,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":340,""discoveries"":26,""improvements"":30,""insertions"":56,""insertion_rate"":0.16470588235294117},""Novelty"":{""attempts"":268,""discoveries"":9,""improvements"":10,""insertions"":19,""insertion_rate"":0.0708955223880597}}","{""Morphology"":231,""Novelty"":24}",34,0.0,true,1000
42,2,3000,0.033505062,0.015030974999999999,0.013405587,0.000645881,0.000979507,0.0379728,19.847187,0.66883993,260.2138788346201,124,0.6458333,17,2.790978437246038,45,0.3629032258064516,"{""3"":45,""4"":52,""5"":21,""6"":6}","{""10"":2,""12"":1,""3"":45,""4"":38,""5"":16,""6"":2,""7"":7,""8"":11,""9"":2}",43,"{""count"":43,""unique_topologies"":43,""topology_entropy_bits"":5.426264754702098,""effective_topology_count"":43.0,""triangle_like_count"":0,""triangle_like_fraction"":0.0,""mean_nodes"":6.023255813953488,""mean_muscles"":8.534883720930232,""node_counts"":{""4"":2,""5"":6,""6"":24,""7"":11},""muscle_counts"":{""10"":6,""11"":3,""12"":2,""13"":1,""16"":1,""4"":1,""5"":4,""6"":3,""7"":6,""8"":7,""9"":9}}",59,3.2254019481204756,375,0.375,"{""3"":375,""4"":359,""5"":214,""6"":41,""7"":11}","{""10"":11,""11"":3,""12"":4,""13"":1,""16"":1,""3"":375,""4"":285,""5"":128,""6"":46,""7"":45,""8"":79,""9"":22}","{""Diagonal CMA-ES"":{""attempts"":338,""discoveries"":25,""improvements"":35,""insertions"":60,""insertion_rate"":0.17751479289940827},""Immigrant"":{""attempts"":136,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":270,""discoveries"":27,""improvements"":43,""insertions"":70,""insertion_rate"":0.25925925925925924},""Novelty"":{""attempts"":256,""discoveries"":22,""improvements"":17,""insertions"":39,""insertion_rate"":0.15234375}}","{""Morphology"":163,""Novelty"":32}",21,0.0,true,1000
42,3,4000,0.050090186,0.016585124,0.014505008,0.00079904,0.001281076,0.056626167,35.755005,1.3714308,407.57088835164905,143,0.7447917,21,3.3177233540366853,42,0.2937062937062937,"{""3"":42,""4"":54,""5"":35,""6"":12}","{""10"":3,""12"":2,""3"":42,""4"":33,""5"":26,""6"":6,""7"":9,""8"":17,""9"":5}",64,"{""count"":64,""unique_topologies"":64,""topology_entropy_bits"":6.0,""effective_topology_count"":64.0,""triangle_like_count"":0,""triangle_like_fraction"":0.0,""mean_nodes"":6.171875,""mean_muscles"":9.078125,""node_counts"":{""4"":2,""5"":14,""6"":24,""7"":19,""8"":5},""muscle_counts"":{""10"":8,""11"":6,""12"":2,""13"":5,""16"":2,""17"":2,""4"":1,""5"":5,""6"":7,""7"":9,""8"":7,""9"":10}}",98,4.196473326346963,264,0.264,"{""3"":264,""4"":380,""5"":261,""6"":62,""7"":23,""8"":10}","{""10"":24,""11"":18,""12"":6,""13"":8,""14"":1,""15"":1,""16"":1,""17"":2,""3"":264,""4"":238,""5"":193,""6"":81,""7"":53,""8"":88,""9"":22}","{""Diagonal CMA-ES"":{""attempts"":307,""discoveries"":11,""improvements"":22,""insertions"":33,""insertion_rate"":0.10749185667752444},""Immigrant"":{""attempts"":143,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":305,""discoveries"":30,""improvements"":43,""insertions"":73,""insertion_rate"":0.23934426229508196},""Novelty"":{""attempts"":245,""discoveries"":1,""improvements"":20,""insertions"":21,""insertion_rate"":0.08571428571428572}}","{""Morphology"":205,""Novelty"":28}",24,0.0,true,1000
42,4,5000,0.079535935,0.029445748999999997,0.027491485,0.000787167,0.001167097,0.0883978,100.419945,1.8351606,617.4161212705076,153,0.796875,22,3.45239248044753,42,0.27450980392156865,"{""3"":42,""4"":58,""5"":39,""6"":14}","{""10"":4,""12"":2,""3"":42,""4"":34,""5"":33,""6"":8,""7"":9,""8"":15,""9"":6}",64,"{""count"":64,""unique_topologies"":64,""topology_entropy_bits"":6.0,""effective_topology_count"":64.0,""triangle_like_count"":0,""triangle_like_fraction"":0.0,""mean_nodes"":6.171875,""mean_muscles"":9.078125,""node_counts"":{""4"":2,""5"":14,""6"":24,""7"":19,""8"":5},""muscle_counts"":{""10"":8,""11"":6,""12"":2,""13"":5,""16"":2,""17"":2,""4"":1,""5"":5,""6"":7,""7"":9,""8"":7,""9"":10}}",97,4.367034329231263,277,0.277,"{""3"":277,""4"":356,""5"":234,""6"":105,""7"":19,""8"":8,""9"":1}","{""10"":28,""11"":10,""12"":13,""13"":9,""14"":5,""15"":1,""16"":1,""22"":2,""3"":277,""4"":181,""5"":238,""6"":91,""7"":39,""8"":67,""9"":38}","{""Diagonal CMA-ES"":{""attempts"":290,""discoveries"":2,""improvements"":19,""insertions"":21,""insertion_rate"":0.07241379310344828},""Immigrant"":{""attempts"":157,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":313,""discoveries"":5,""improvements"":30,""insertions"":35,""insertion_rate"":0.11182108626198083},""Novelty"":{""attempts"":240,""discoveries"":3,""improvements"":10,""insertions"":13,""insertion_rate"":0.05416666666666667}}","{""Morphology"":194,""Novelty"":27}",1,0.9705882352941176,true,1000
42,5,6000,0.106248564,0.026712629,0.024758365,0.00086909,0.001085174,0.116985145,100.419945,2.7422063,718.30186798051,158,0.8229167,33,3.9363844816855273,37,0.23417721518987342,"{""3"":37,""4"":54,""5"":41,""6"":25,""7"":1}","{""10"":4,""12"":2,""13"":1,""3"":37,""4"":32,""5"":32,""6"":12,""7"":14,""8"":16,""9"":8}",64,"{""count"":64,""unique_topologies"":64,""topology_entropy_bits"":6.0,""effective_topology_count"":64.0,""triangle_like_count"":0,""triangle_like_fraction"":0.0,""mean_nodes"":6.15625,""mean_muscles"":9.03125,""node_counts"":{""4"":2,""5"":15,""6"":23,""7"":19,""8"":5},""muscle_counts"":{""10"":8,""11"":6,""12"":2,""13"":5,""16"":2,""17"":2,""4"":1,""5"":5,""6"":8,""7"":9,""8"":7,""9"":9}}",123,4.632697614079961,253,0.253,"{""3"":253,""4"":332,""5"":242,""6"":138,""7"":27,""8"":7,""9"":1}","{""10"":42,""11"":12,""12"":13,""13"":6,""14"":1,""17"":1,""20"":1,""22"":1,""3"":253,""4"":200,""5"":206,""6"":103,""7"":66,""8"":54,""9"":41}","{""Diagonal CMA-ES"":{""attempts"":296,""discoveries"":3,""improvements"":10,""insertions"":13,""insertion_rate"":0.04391891891891892},""Immigrant"":{""attempts"":133,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":308,""discoveries"":2,""improvements"":36,""insertions"":38,""insertion_rate"":0.12337662337662338},""Novelty"":{""attempts"":263,""discoveries"":1,""improvements"":13,""insertions"":14,""insertion_rate"":0.053231939163498096}}","{""Morphology"":199,""Novelty"":29}",12,0.9636363636363636,false,1000
42,6,7000,0.138553286,0.032304722,0.030333836,0.000885711,0.001085175,0.151296371,100.419945,3.6256938,863.9275132231414,161,0.8385417,37,4.1054511422546724,37,0.22981366459627328,"{""3"":37,""4"":58,""5"":34,""6"":30,""7"":2}","{""10"":4,""12"":1,""13"":1,""3"":37,""4"":31,""5"":38,""6"":10,""7"":16,""8"":12,""9"":11}",64,"{""count"":64,""unique_topologies"":64,""topology_entropy_bits"":6.0,""effective_topology_count"":64.0,""triangle_like_count"":0,""triangle_like_fraction"":0.0,""mean_nodes"":6.171875,""mean_muscles"":9.0625,""node_counts"":{""4"":2,""5"":15,""6"":22,""7"":20,""8"":5},""muscle_counts"":{""10"":8,""11"":7,""12"":2,""13"":5,""16"":2,""17"":2,""4"":1,""5"":5,""6"":8,""7"":9,""8"":7,""9"":8}}",130,4.840853948606562,242,0.242,"{""3"":242,""4"":323,""5"":241,""6"":147,""7"":38,""8"":5,""9"":4}","{""10"":39,""11"":18,""12"":17,""13"":5,""14"":1,""15"":1,""17"":2,""21"":1,""22"":1,""3"":242,""4"":178,""5"":217,""6"":102,""7"":69,""8"":62,""9"":45}","{""Diagonal CMA-ES"":{""attempts"":280,""discoveries"":2,""improvements"":6,""insertions"":8,""insertion_rate"":0.02857142857142857},""Immigrant"":{""attempts"":141,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":337,""discoveries"":1,""improvements"":43,""insertions"":44,""insertion_rate"":0.13056379821958458},""Novelty"":{""attempts"":242,""discoveries"":1,""improvements"":7,""insertions"":8,""insertion_rate"":0.03305785123966942}}","{""Morphology"":210,""Novelty"":21}",4,0.9620253164556962,false,2000
42,7,8000,0.1679278,0.029374514,0.027340702,0.000909457,0.001124355,0.18269045,100.419945,3.9516518,926.7705831117928,164,0.8541667,38,4.221178437712922,34,0.2073170731707317,"{""3"":34,""4"":60,""5"":35,""6"":31,""7"":4}","{""10"":5,""11"":1,""12"":1,""13"":2,""3"":34,""4"":31,""5"":40,""6"":11,""7"":18,""8"":10,""9"":11}",64,"{""count"":64,""unique_topologies"":64,""topology_entropy_bits"":6.0,""effective_topology_count"":64.0,""triangle_like_count"":0,""triangle_like_fraction"":0.0,""mean_nodes"":6.203125,""mean_muscles"":9.125,""node_counts"":{""4"":2,""5"":14,""6"":22,""7"":21,""8"":5},""muscle_counts"":{""10"":9,""11"":7,""12"":2,""13"":5,""16"":2,""17"":2,""4"":1,""5"":5,""6"":7,""7"":9,""8"":7,""9"":8}}",153,5.028027417585957,226,0.226,"{""3"":226,""4"":329,""5"":209,""6"":154,""7"":67,""8"":13,""9"":2}","{""10"":50,""11"":12,""12"":2,""13"":15,""14"":3,""15"":3,""16"":2,""18"":1,""19"":1,""3"":226,""4"":160,""5"":223,""6"":95,""7"":99,""8"":52,""9"":56}","{""Diagonal CMA-ES"":{""attempts"":302,""discoveries"":2,""improvements"":3,""insertions"":5,""insertion_rate"":0.016556291390728478},""Immigrant"":{""attempts"":128,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":320,""discoveries"":0,""improvements"":22,""insertions"":22,""insertion_rate"":0.06875},""Novelty"":{""attempts"":250,""discoveries"":2,""improvements"":6,""insertions"":8,""insertion_rate"":0.032}}","{""Morphology"":211,""Novelty"":38}",3,0.95,false,3000
42,8,9000,0.197791475,0.029863675000000003,0.027676703,0.001111295,0.001075677,0.214454961,100.419945,4.070322,1023.2813169248402,170,0.8854167,36,4.263061454632425,37,0.21764705882352942,"{""3"":37,""4"":59,""5"":32,""6"":35,""7"":7}","{""10"":9,""11"":1,""12"":1,""13"":3,""15"":1,""3"":37,""4"":29,""5"":39,""6"":12,""7"":21,""8"":7,""9"":10}",64,"{""count"":64,""unique_topologies"":64,""topology_entropy_bits"":6.0,""effective_topology_count"":64.0,""triangle_like_count"":0,""triangle_like_fraction"":0.0,""mean_nodes"":6.203125,""mean_muscles"":9.125,""node_counts"":{""4"":2,""5"":14,""6"":22,""7"":21,""8"":5},""muscle_counts"":{""10"":9,""11"":7,""12"":2,""13"":5,""16"":2,""17"":2,""4"":1,""5"":5,""6"":7,""7"":9,""8"":7,""9"":8}}",147,4.986272833703798,219,0.219,"{""3"":219,""4"":317,""5"":204,""6"":178,""7"":74,""8"":7,""9"":1}","{""10"":52,""11"":10,""12"":10,""13"":10,""15"":2,""16"":1,""17"":1,""18"":1,""3"":219,""4"":165,""5"":209,""6"":87,""7"":129,""8"":43,""9"":61}","{""Diagonal CMA-ES"":{""attempts"":324,""discoveries"":2,""improvements"":11,""insertions"":13,""insertion_rate"":0.040123456790123455},""Immigrant"":{""attempts"":130,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":294,""discoveries"":2,""improvements"":26,""insertions"":28,""insertion_rate"":0.09523809523809523},""Novelty"":{""attempts"":252,""discoveries"":2,""improvements"":13,""insertions"":15,""insertion_rate"":0.05952380952380952}}","{""Morphology"":203,""Novelty"":29}",2,0.9239130434782609,false,4000
42,9,10000,0.21496311699999998,0.017171642,0.015103399,0.000943888,0.001124355,0.233471638,100.419945,4.934288,1129.2765035517514,171,0.890625,38,4.2676609252158935,40,0.23391812865497075,"{""3"":40,""4"":55,""5"":33,""6"":36,""7"":7}","{""10"":7,""11"":1,""12"":1,""13"":3,""15"":1,""3"":40,""4"":25,""5"":36,""6"":18,""7"":20,""8"":9,""9"":10}",64,"{""count"":64,""unique_topologies"":64,""topology_entropy_bits"":6.0,""effective_topology_count"":64.0,""triangle_like_count"":0,""triangle_like_fraction"":0.0,""mean_nodes"":6.28125,""mean_muscles"":9.3125,""node_counts"":{""4"":1,""5"":14,""6"":21,""7"":22,""8"":6},""muscle_counts"":{""10"":9,""11"":7,""12"":2,""13"":5,""14"":1,""16"":2,""17"":2,""4"":1,""5"":4,""6"":6,""7"":8,""8"":9,""9"":8}}",162,5.087039356844155,255,0.255,"{""3"":255,""4"":275,""5"":209,""6"":157,""7"":85,""8"":19}","{""10"":45,""11"":18,""12"":12,""13"":23,""14"":4,""15"":6,""16"":2,""17"":1,""3"":255,""4"":151,""5"":166,""6"":124,""7"":110,""8"":47,""9"":36}","{""Diagonal CMA-ES"":{""attempts"":278,""discoveries"":0,""improvements"":6,""insertions"":6,""insertion_rate"":0.02158273381294964},""Immigrant"":{""attempts"":154,""discoveries"":0,""improvements"":1,""insertions"":1,""insertion_rate"":0.006493506493506494},""Morphology"":{""attempts"":312,""discoveries"":3,""improvements"":22,""insertions"":25,""insertion_rate"":0.08012820512820513},""Novelty"":{""attempts"":256,""discoveries"":1,""improvements"":12,""insertions"":13,""insertion_rate"":0.05078125}}","{""Morphology"":217,""Novelty"":36}",4,0.9270833333333334,false,5000
