seed,generation,evaluations,search_wall_seconds,generation_search_seconds,gpu_evaluation_seconds,archive_seconds,offspring_seconds,benchmark_wall_seconds,best_distance_m,median_elite_distance_m,qd_score,archive_cells,archive_coverage,archive_unique_topologies,archive_topology_entropy_bits,archive_triangle_like_count,archive_triangle_like_fraction,archive_node_counts_json,archive_muscle_counts_json,population_unique_topologies,population_topology_entropy_bits,population_triangle_like_count,population_triangle_like_fraction,population_node_counts_json,population_muscle_counts_json,emitter_statistics_json,topology_change_candidates_json,archived_innovations_this_generation,innovation_survival_3gen_fraction,new_all_time_record,evaluations_since_previous_record
40,0,1000,0.012940410999999999,0.012940410999999999,0.009852237,0.000245772,0.002842402,0.016458388,0.7991521,0.14568731,2.1595162823796272,10,0.052083332,3,1.3709505944546687,6,0.6,"{""3"":6,""4"":2,""5"":2}","{""3"":6,""5"":4}",29,3.0748735522744894,336,0.336,"{""3"":336,""4"":308,""5"":356}","{""3"":336,""4"":207,""5"":261,""6"":118,""7"":68,""8"":8,""9"":2}","{""Initial population"":{""attempts"":1000,""discoveries"":10,""improvements"":15,""insertions"":25,""insertion_rate"":0.025}}",{},0,0.0,true,1000
40,1,2000,0.024547481,0.01160707,0.007830261,0.000891664,0.002885145,0.032168776,16.489658,0.25744125,67.07954241521657,74,0.38541666,5,1.1435714208360728,56,0.7567567567567568,"{""3"":56,""4"":13,""5"":5}","{""3"":56,""5"":18}",31,2.963025903499244,433,0.433,"{""3"":433,""4"":288,""5"":238,""6"":41}","{""3"":433,""4"":89,""5"":360,""6"":63,""7"":39,""8"":16}","{""Diagonal CMA-ES"":{""attempts"":329,""discoveries"":63,""improvements"":33,""insertions"":96,""insertion_rate"":0.2917933130699088},""Immigrant"":{""attempts"":32,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":361,""discoveries"":0,""improvements"":9,""insertions"":9,""insertion_rate"":0.024930747922437674},""Novelty"":{""attempts"":278,""discoveries"":1,""improvements"":6,""insertions"":7,""insertion_rate"":0.025179856115107913}}","{""Morphology"":243,""Novelty"":36}",2,0.0,true,1000
40,2,3000,0.03714951,0.012602029,0.008421537,0.001499563,0.002680929,0.049007101,20.19881,0.7797112,247.37230415828526,120,0.625,9,1.764985254040403,80,0.6666666666666666,"{""3"":80,""4"":35,""5"":5}","{""3"":80,""4"":10,""5"":29,""8"":1}",37,2.640418097914813,535,0.535,"{""3"":535,""4"":356,""5"":102,""6"":7}","{""3"":535,""4"":135,""5"":268,""6"":41,""7"":12,""8"":9}","{""Diagonal CMA-ES"":{""attempts"":302,""discoveries"":18,""improvements"":39,""insertions"":57,""insertion_rate"":0.18874172185430463},""Immigrant"":{""attempts"":137,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":293,""discoveries"":14,""improvements"":20,""insertions"":34,""insertion_rate"":0.11604095563139932},""Novelty"":{""attempts"":268,""discoveries"":14,""improvements"":17,""insertions"":31,""insertion_rate"":0.11567164179104478}}","{""Morphology"":194,""Novelty"":35}",5,0.0,true,1000
40,3,4000,0.049089023999999995,0.011939514,0.007249669,0.001821322,0.002868523,0.06516985,20.19881,1.3171299,418.75887477211654,138,0.71875,11,1.9811228424241625,88,0.6376811594202898,"{""3"":88,""4"":43,""5"":7}","{""3"":88,""4"":13,""5"":34,""6"":1,""8"":2}",39,2.7015197317436552,532,0.532,"{""3"":532,""4"":370,""5"":98}","{""3"":532,""4"":189,""5"":221,""6"":39,""7"":12,""8"":6,""9"":1}","{""Diagonal CMA-ES"":{""attempts"":312,""discoveries"":9,""improvements"":16,""insertions"":25,""insertion_rate"":0.08012820512820513},""Immigrant"":{""attempts"":140,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":278,""discoveries"":5,""improvements"":18,""insertions"":23,""insertion_rate"":0.08273381294964029},""Novelty"":{""attempts"":270,""discoveries"":4,""improvements"":20,""insertions"":24,""insertion_rate"":0.08888888888888889}}","{""Morphology"":189,""Novelty"":36}",2,0.0,false,1000
40,4,5000,0.063200114,0.01411109,0.009447366,0.001855754,0.00280797,0.083558792,20.19881,1.6165438,522.938354626298,145,0.7552083,11,2.0767254986967485,88,0.6068965517241379,"{""3"":88,""4"":50,""5"":7}","{""3"":88,""4"":14,""5"":39,""6"":1,""8"":3}",51,3.001662346538008,496,0.496,"{""3"":496,""4"":376,""5"":125,""6"":3}","{""3"":496,""4"":171,""5"":241,""6"":48,""7"":19,""8"":24,""9"":1}","{""Diagonal CMA-ES"":{""attempts"":310,""discoveries"":3,""improvements"":12,""insertions"":15,""insertion_rate"":0.04838709677419355},""Immigrant"":{""attempts"":125,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":313,""discoveries"":1,""improvements"":14,""insertions"":15,""insertion_rate"":0.04792332268370607},""Novelty"":{""attempts"":252,""discoveries"":3,""improvements"":12,""insertions"":15,""insertion_rate"":0.05952380952380952}}","{""Morphology"":213,""Novelty"":37}",0,1.0,false,2000
40,5,6000,0.076531147,0.013331032999999999,0.008299245,0.001911557,0.003120231,0.100939714,25.778748,2.2504086,668.1828731521964,150,0.78125,11,2.1282485263395707,89,0.5933333333333334,"{""3"":89,""4"":55,""5"":6}","{""3"":89,""4"":16,""5"":41,""6"":1,""8"":3}",53,3.015242053349348,481,0.481,"{""3"":481,""4"":387,""5"":130,""6"":2}","{""11"":1,""3"":481,""4"":171,""5"":264,""6"":50,""7"":15,""8"":17,""9"":1}","{""Diagonal CMA-ES"":{""attempts"":300,""discoveries"":4,""improvements"":14,""insertions"":18,""insertion_rate"":0.06},""Immigrant"":{""attempts"":151,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":293,""discoveries"":1,""improvements"":21,""insertions"":22,""insertion_rate"":0.07508532423208192},""Novelty"":{""attempts"":256,""discoveries"":0,""improvements"":13,""insertions"":13,""insertion_rate"":0.05078125}}","{""Morphology"":194,""Novelty"":19}",0,1.0,true,3000
40,6,7000,0.09290167399999999,0.016370527,0.011216447,0.002048097,0.003105983,0.121956157,29.291292,3.734972,854.1162423118949,151,0.7864583,12,2.196502191112836,88,0.5827814569536424,"{""3"":88,""4"":56,""5"":6,""6"":1}","{""3"":88,""4"":17,""5"":41,""8"":4,""9"":1}",50,3.086133531076242,456,0.456,"{""3"":456,""4"":421,""5"":116,""6"":7}","{""11"":1,""3"":456,""4"":192,""5"":270,""6"":45,""7"":21,""8"":14,""9"":1}","{""Diagonal CMA-ES"":{""attempts"":295,""discoveries"":0,""improvements"":7,""insertions"":7,""insertion_rate"":0.023728813559322035},""Immigrant"":{""attempts"":144,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":298,""discoveries"":1,""improvements"":26,""insertions"":27,""insertion_rate"":0.09060402684563758},""Novelty"":{""attempts"":263,""discoveries"":0,""improvements"":14,""insertions"":14,""insertion_rate"":0.053231939163498096}}","{""Morphology"":186,""Novelty"":34}",2,0.8888888888888888,true,1000
40,7,8000,0.10762897499999999,0.014727301,0.009309639,0.002172764,0.003244898,0.141115658,36.15077,5.156507,1118.0623218938708,156,0.8125,15,2.390612304484302,85,0.5448717948717948,"{""3"":85,""4"":63,""5"":7,""6"":1}","{""3"":85,""4"":23,""5"":41,""6"":1,""7"":2,""8"":3,""9"":1}",57,3.2788383615254664,436,0.436,"{""3"":436,""4"":406,""5"":147,""6"":11}","{""11"":1,""12"":1,""3"":436,""4"":184,""5"":266,""6"":54,""7"":19,""8"":31,""9"":8}","{""Diagonal CMA-ES"":{""attempts"":295,""discoveries"":1,""improvements"":7,""insertions"":8,""insertion_rate"":0.02711864406779661},""Immigrant"":{""attempts"":129,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":326,""discoveries"":2,""improvements"":25,""insertions"":27,""insertion_rate"":0.08282208588957055},""Novelty"":{""attempts"":250,""discoveries"":2,""improvements"":7,""insertions"":9,""insertion_rate"":0.036}}","{""Morphology"":220,""Novelty"":29}",3,0.8888888888888888,true,1000
40,8,9000,0.12077716599999999,0.013148190999999998,0.008171017,0.002092028,0.002885146,0.158536949,45.722343,6.1909513,1402.4663816317916,160,0.8333333,15,2.649421790153022,76,0.475,"{""3"":76,""4"":70,""5"":13,""6"":1}","{""3"":76,""4"":22,""5"":48,""6"":3,""7"":7,""8"":3,""9"":1}",58,3.4700788441529133,379,0.379,"{""3"":379,""4"":446,""5"":160,""6"":15}","{""11"":3,""3"":379,""4"":169,""5"":303,""6"":59,""7"":61,""8"":19,""9"":7}","{""Diagonal CMA-ES"":{""attempts"":308,""discoveries"":2,""improvements"":8,""insertions"":10,""insertion_rate"":0.032467532467532464},""Immigrant"":{""attempts"":132,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":292,""discoveries"":1,""improvements"":21,""insertions"":22,""insertion_rate"":0.07534246575342465},""Novelty"":{""attempts"":268,""discoveries"":1,""improvements"":16,""insertions"":17,""insertion_rate"":0.06343283582089553}}","{""Morphology"":195,""Novelty"":30}",2,0.8888888888888888,true,1000
40,9,10000,0.13538336199999998,0.014606196,0.00929183,0.002169201,0.003145165,0.177609777,45.722343,7.8012543,1602.1453847512603,161,0.8385417,17,2.800358022633266,72,0.4472049689440994,"{""3"":72,""4"":68,""5"":18,""6"":3}","{""3"":72,""4"":20,""5"":48,""6"":3,""7"":12,""8"":4,""9"":2}",68,3.8400566105406977,330,0.33,"{""3"":330,""4"":404,""5"":219,""6"":45,""7"":2}","{""10"":1,""11"":13,""12"":2,""3"":330,""4"":165,""5"":267,""6"":66,""7"":109,""8"":30,""9"":17}","{""Diagonal CMA-ES"":{""attempts"":287,""discoveries"":0,""improvements"":5,""insertions"":5,""insertion_rate"":0.017421602787456445},""Immigrant"":{""attempts"":150,""discoveries"":0,""improvements"":0,""insertions"":0,""insertion_rate"":0.0},""Morphology"":{""attempts"":314,""discoveries"":0,""improvements"":27,""insertions"":27,""insertion_rate"":0.08598726114649681},""Novelty"":{""attempts"":249,""discoveries"":1,""improvements"":7,""insertions"":8,""insertion_rate"":0.0321285140562249}}","{""Morphology"":201,""Novelty"":34}",3,0.8181818181818182,false,1000
